id,日期,录播来源,录播片段编号,起始时间点,结束时间点,文件名,文件类型,歌名,版本号,版本备注,中文歌名,原曲艺术家,演唱者,演唱状态,语言,备注,参考路灯man,有没有音频,切片源,有没有第二版本
A000630,2021.11.03,BV1tf4y1u7AV,,0,250032, 下雨天,mp3,下雨天,,,,南拳妈妈,贝拉,完整, 汉语,,,TRUE,,FALSE
A000631,2021.11.03,BV1tf4y1u7AV,,0,261048, 不可思议,mp3,不可思议,,,,金莎,贝拉,完整, 汉语,,,TRUE,,FALSE
A000632,2021.11.03,BV1tf4y1u7AV,,0,231024, 云烟成雨,mp3,云烟成雨,,,,房东的猫,贝拉,完整, 汉语,,,TRUE,,FALSE
A000633,2021.11.03,BV1QF411a7B5,,0,93024, 冰淇淋,mp3,冰淇淋,,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000634,2021.11.03,BV1Fr4y1C7qM,,0,127032, 小精灵,mp3,小精灵,,,,吴青峰,向晚,完整, 汉语,,,TRUE,,FALSE
A000635,2021.11.03,BV1Fr4y1C7qM,,0,106032, 当一切结束时,mp3,当一切结束时,,,,,向晚,完整, 汉语,,,TRUE,,FALSE
A000636,2021.11.03,BV1Fr4y1C7qM,,0,175032, 想见你想见你想见你,mp3,想见你想见你想见你,,,,"谭松韵,白敬亭",向晚,完整, 汉语,,,TRUE,,FALSE
A000637,2021.11.03,BV1QF411a7B5,,0,127032, 热恋冰淇淋,mp3,热恋冰淇淋,,,,yihuik苡慧,乃琳,完整, 汉语,,,TRUE,,FALSE
A000638,2021.11.03,BV1QF411a7B5,,0,231024, 狐狸,mp3,狐狸,,,,薛之谦,乃琳,完整, 汉语,,,TRUE,,FALSE
A000639,2021.11.03,BV1QF411a7B5,,0,208032, 猪猪侠 2.0,mp3,猪猪侠,2.0,,,陈洁丽,乃琳,完整, 汉语,,,TRUE,,FALSE
A000640,2021.11.03,BV1tf4y1u7AV,,0,248040, 红色高跟鞋,mp3,红色高跟鞋,,,,隔壁老樊,贝拉,完整, 汉语,,,TRUE,,FALSE
A000641,2021.11.03,BV1QF411a7B5,,0,293016, 花海 2.0,mp3,花海,2.0,,,,"向晚,乃琳",完整, 汉语,,,TRUE,,FALSE
A000642,2021.11.03,BV1Fr4y1C7qM,,0,146016, 花海,mp3,花海,,,,,"向晚,乃琳",完整, 汉语,,,TRUE,,FALSE
A000643,2021.11.03,BV1Fr4y1C7qM,,0,214032, 走马,mp3,走马,,,,江意间,向晚,完整, 汉语,,,TRUE,,FALSE
A000644,2021.11.03,BV1tf4y1u7AV,,0,250008, 迷迭香,mp3,迷迭香,,,,周杰伦,贝拉,完整, 汉语,,,TRUE,,FALSE
A000645,2021.11.03,BV1QF411a7B5,,0,287040, 鱼,mp3,鱼,,,,陈绮贞,乃琳,完整, 汉语,,,TRUE,,FALSE
A000646,2021.11.04,BV1b44y1i7Pb,,0,240888, 万有引力 5.0,mp3,万有引力,5.0,,,汪苏泷,嘉然,完整, 汉语,,,TRUE,,FALSE
A000647,2021.11.06,BV1kQ4y1m76U,,0,255720, Snow Halation,mp3,Snow Halation,,,,μ's (缪斯),向晚,完整, 日语,,,TRUE,,FALSE
A000648,2021.11.06,BV1kQ4y1m76U,,0,94152, 冬天里的一把火,mp3,冬天里的一把火,,,,,A-SOUL,完整, 汉语,,,TRUE,,FALSE
A000649,2021.11.09,BV1yb4y187QR,,0,178440, 魂然天成,mp3,魂然天成,,,,,A-SOUL,完整, 汉语,,,TRUE,,FALSE
A000650,2021.11.10,BV1cL411u7ng,,0,234984, 一剪梅 [feat.乃琳],mp3,一剪梅,,feat.乃琳,,费玉清,向晚,完整, 汉语,,,TRUE,,FALSE
A000651,2021.11.10,BV1Tv411M77D,,0,287640, 小情歌,mp3,小情歌,,,,鱼丁糸,珈乐,完整, 汉语,,,TRUE,,FALSE
A000652,2021.11.10,BV1ZS4y1R7Pc,,0,275208, 平凡的一天 2.0,mp3,平凡的一天,2.0,,,毛不易,乃琳,完整, 汉语,,,TRUE,,FALSE
A000653,2021.11.10,BV1cL411u7ng,,0,267216, 扉をあけて,mp3,扉をあけて,,,打开心扉,ANZA (大山アンザ),向晚,完整, 日语,,,TRUE,,FALSE
A000654,2021.11.10,BV1Tv411M77D,,0,311832, 漠河舞厅,mp3,漠河舞厅,,,,柳爽,珈乐,完整, 汉语,,,TRUE,,FALSE
A000655,2021.11.10,BV1ZS4y1R7Pc,,0,184104, 给我一个吻 2.0,mp3,给我一个吻,2.0,,,杨子姗,乃琳,完整, 汉语,,,TRUE,,FALSE
A000656,2021.11.10,BV1ZS4y1R7Pc,,0,310296, 舒伯特玫瑰 [合唱素材],mp3,舒伯特玫瑰,,合唱素材,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000657,2021.11.11,BV11q4y1r7hn,,0,206352, Lullaby 2.0,mp3,Lullaby,2.0,,,J P Lloyd,嘉然,完整, 英语,,,TRUE,,FALSE
A000658,2021.11.11,BV1sq4y1375M,,0,117936, Unravel,mp3,Unravel,,,,火腿叔叔Ham,贝拉,完整, 日语,,,TRUE,,FALSE
A000659,2021.11.11,BV11q4y1r7hn,,0,227928, YOU&IDOL,mp3,YOU&IDOL,,,,Morgan Saint,嘉然,完整, 日语,,,TRUE,,FALSE
A000660,2021.11.11,BV1sq4y1375M,,0,54552, ドラえもんのうた,mp3,ドラえもんのうた,,,哆啦A梦之歌,,贝拉,完整, 日语,,,TRUE,,FALSE
A000661,2021.11.11,BV11q4y1r7hn,,0,179160, 想想念念,mp3,想想念念,,,,"FAFA,雪二",嘉然,完整, 汉语,,,TRUE,,FALSE
A000662,2021.11.11,BV1sq4y1375M,,0,299880, 暁の車 2.0,mp3,暁の車,2.0,,,南里侑香 (なんり ゆうか),贝拉,完整, 日语,,,TRUE,,FALSE
A000663,2021.11.11,BV11q4y1r7hn,,0,202032, 暗恋 2.0,mp3,暗恋,2.0,,,"A1 TRIP,xxxmiracle,阿彻",嘉然,完整, 日语,,,TRUE,,FALSE
A000664,2021.11.11,BV11q4y1r7hn,,0,332160, 素敵だね 3.0,mp3,素敵だね,3.0,,,Rikki (中野律纪),贝拉,完整, 日语,,,TRUE,,FALSE
A000665,2021.11.11,BV1sq4y1375M,,0,362376, 鳥の詩 2.0,mp3,鳥の詩,2.0,,,Lia (りあ),贝拉,完整, 日语,,,TRUE,,FALSE
A000666,2021.11.12,BV1LR4y1t7B4,,0,296664, 青春纪念册,mp3,青春纪念册,,,,可米小子,A-SOUL,完整, 汉语,,,TRUE,,FALSE
A000667,2021.11.13,BV1FU4y1u7Uh,,0,106344, Sweets Parade,mp3,Sweets Parade,,,,,嘉然,完整, 日语,,,TRUE,,FALSE
A000668,2021.11.13,BV1FU4y1u7Uh,,0,171600, 健康歌,mp3,健康歌,,,,儿歌,贝拉,完整, 汉语,,,TRUE,,FALSE
A000669,2021.11.13,BV1FU4y1u7Uh,,0,173472, 彩虹的微笑 4.0,mp3,彩虹的微笑,4.0,,,王心凌,A-SOUL,完整, 汉语,,,TRUE,,FALSE
A000670,2021.11.13,BV1FU4y1u7Uh,,0,290136, 快乐老家 2.0,mp3,快乐老家,2.0,,,"唐汉霄,梁龙,张碧晨,吴莫愁",乃琳,完整, 汉语,,,TRUE,,FALSE
A000671,2021.11.13,BV1FU4y1u7Uh,,0,80328, 无敌,mp3,无敌,,,,邓超,"向晚,乃琳",完整, 日语,,,TRUE,,FALSE
A000672,2021.11.14,BV1wT4y1R7mf,,0,90144, Sweets Parade 2.0,mp3,Sweets Parade,2.0,,,,嘉然,完整, 日语,,,TRUE,,FALSE
A000673,2021.11.14,BV1wT4y1R7mf,,0,167760, 吵架歌 2.0,mp3,吵架歌,2.0,,,"汪苏泷,Hari荷莉","嘉然,乃琳",完整, 汉语,,,TRUE,,FALSE
A000674,2021.11.14,BV1wT4y1R7mf,,0,194784, 小星星,mp3,小星星,,,,汪苏泷,"向晚,嘉然,乃琳",完整, 汉语,,,TRUE,,FALSE
A000675,2021.11.14,BV1wT4y1R7mf,,0,253848, 想变成一切美好的事物,mp3,想变成一切美好的事物,,,,沫碎颜,"向晚,乃琳",完整, 汉语,,,TRUE,,FALSE
A000676,2021.11.14,BV1wT4y1R7mf,,0,207720, 牛奶面包 2.0,mp3,牛奶面包,2.0,,,杨紫,"向晚,嘉然",完整, 汉语,,,TRUE,,FALSE
A000677,2021.11.14,BV1wT4y1R7mf,,0,165432, 童年,mp3,童年,,,,刘瑞琦,"向晚,嘉然,乃琳",完整, 汉语,,,TRUE,,FALSE
A000678,2021.11.17,BV14Y411478V,,0,279648, Baby Don’t Cry,mp3,Baby Don’t Cry,,,,大声 (대성),珈乐,完整, 汉语,,,TRUE,,FALSE
A000679,2021.11.17,BV14Y411478V,,0,286080, I Believe 2.0,mp3,I Believe,2.0,,,申升勋 (신승훈),珈乐,完整, 汉语,,,TRUE,,FALSE
A000680,2021.11.17,BV1HU4y1u7eC,,0,257688, Plastic Love 2.0,mp3,Plastic Love,2.0,,,Friday Night Plans,向晚,完整, 日语,,,TRUE,,FALSE
A000681,2021.11.17,BV14Y411478V,,0,245088, 你快乐所以我快乐,mp3,你快乐所以我快乐,,,,王菲,珈乐,完整, 汉语,,,TRUE,,FALSE
A000682,2021.11.17,BV1HU4y1u7eC,,0,62352, 小情歌 2.0,mp3,小情歌,2.0,,,,向晚,完整, 汉语,,,TRUE,,FALSE
A000683,2021.11.17,BV14Y411478V,,0,285552, 花房姑娘,mp3,花房姑娘,,,,崔健,珈乐,完整, 汉语,,,TRUE,,FALSE
A000684,2021.11.18,BV1PP4y1L7H4,,0,227952, Piano Dust,mp3,Piano Dust,,,,OOHYO (우효),嘉然,完整, 英语,,,TRUE,,FALSE
A000685,2021.11.18,BV1Hf4y1M7w9,,0,240480, Wonderful U 2.0,mp3,Wonderful U,2.0,,,AGA,"贝拉,乃琳",完整, 英语,,,TRUE,,FALSE
A000686,2021.11.18,BV1PP4y1L7H4,,0,192264, 夜车 2.0,mp3,夜车,2.0,,,葛雨晴,嘉然,完整, 汉语,,,TRUE,,FALSE
A000687,2021.11.18,BV1PP4y1L7H4,,0,202128, 我喜欢上你时的内心活动 2.0,mp3,我喜欢上你时的内心活动,2.0,,,陈绮贞,嘉然,完整, 汉语,,,TRUE,,FALSE
A000688,2021.11.19,BV1zY411x7rt,,0,163464, 虫儿飞 2.0,mp3,虫儿飞,2.0,,,宋小睿,"向晚,贝拉,嘉然,乃琳",完整, 汉语,,,TRUE,,FALSE
A000689,2021.11.20,BV1oU4y1K7Fq,,0,258504, 宠爱 4.0,mp3,宠爱,4.0,,,TFBOYS,"嘉然,乃琳",完整, 汉语,,,TRUE,,FALSE
A000690,2021.11.20,BV1oU4y1K7Fq,,0,155544, 小年兽 2.0,mp3,小年兽,2.0,,,程嘉敏,嘉然,完整, 汉语,,,TRUE,,FALSE
A000691,2021.11.20,BV1oU4y1K7Fq,,0,68712, 情非得已 2.0,mp3,情非得已,2.0,,,,"向晚,嘉然",完整, 汉语,,,TRUE,,FALSE
A000692,2021.11.20,BV1oU4y1K7Fq,,0,235080, 我的月光,mp3,我的月光,,,,阿兰,贝拉,完整, 汉语,,,TRUE,,FALSE
A000693,2021.11.20,BV1oU4y1K7Fq,,0,281064, 樱花草 3.0,mp3,樱花草,3.0,,,Sweety,"向晚,贝拉",完整, 汉语,,,TRUE,,FALSE
A000694,2021.11.20,BV1oU4y1K7Fq,,0,74904, 樱花草 4.0,mp3,樱花草,4.0,,,,"向晚,嘉然",完整, 汉语,,,TRUE,,FALSE
A000695,2021.11.20,BV1oU4y1K7Fq,,0,210648, 私奔到月球 3.0,mp3,私奔到月球,3.0,,,"五月天,陈绮贞","向晚,贝拉,嘉然,乃琳",完整, 汉语,,,TRUE,,FALSE
A000696,2021.11.20,BV1oU4y1K7Fq,,0,265080, 简单爱,mp3,简单爱,,,,周杰伦,向晚,完整, 汉语,,,TRUE,,FALSE
A000697,2021.11.24,BV1Bf4y1K7Nu,,0,235104, The Legend Of Ashitaka 2.0,mp3,The Legend Of Ashitaka,2.0,,,Streaming Music Studios,乃琳,完整, 日语,,,TRUE,,FALSE
A000698,2021.11.24,BV12q4y1B7gT,,0,246144, 兰亭序,mp3,兰亭序,,,,周杰伦,珈乐,完整, 汉语,,,TRUE,,FALSE
A000699,2021.11.24,BV12q4y1B7gT,,0,226632, 晴天,mp3,晴天,,,,"林俊杰,周杰伦",珈乐,完整, 汉语,,,TRUE,,FALSE
A000700,2021.11.24,BV1Bf4y1K7Nu,,0,276864, 给电影人的情书,mp3,给电影人的情书,,,,单依纯,乃琳,完整, 汉语,,,TRUE,,FALSE
A000701,2021.11.25,BV1mR4y1x7A7,,0,248856, ありがとう,mp3,ありがとう,,,谢谢,KOKIA (吉田亚纪子),贝拉,完整, 日语,,,TRUE,,FALSE
A000702,2021.11.25,BV1mR4y1x7A7,,0,253416, 亲爱的那不是爱情,mp3,亲爱的那不是爱情,,,,张韶涵,贝拉,完整, 汉语,,,TRUE,,FALSE
A000703,2021.11.25,BV1N34y1R787,,0,147552, 嘉然只要八块两毛半 (续),mp3,嘉然只要八块两毛半,,续,,,"向晚,嘉然",完整, 汉语,,,TRUE,,FALSE
A000704,2021.11.25,BV1N34y1R787,,0,106224, 嘉然只要八块两毛半,mp3,嘉然只要八块两毛半,,,,,"向晚,嘉然",完整, 汉语,,,TRUE,,FALSE
A000705,2021.11.25,BV1mR4y1x7A7,,0,79656, 开心往前飞 2.0,mp3,开心往前飞,2.0,,,VIVI,贝拉,完整, 汉语,,,TRUE,,FALSE
A000706,2021.11.25,BV1N34y1R787,,0,230064, 旅行的意义 4.0,mp3,旅行的意义,4.0,,,徐佳莹,"向晚,嘉然",完整, 汉语,,,TRUE,,FALSE
A000707,2021.11.25,BV1mR4y1x7A7,,0,205272, 月亮代表我的心,mp3,月亮代表我的心,,,,邓丽君,贝拉,完整, 汉语,,,TRUE,,FALSE
A000708,2021.11.25,BV1N34y1R787,,0,149616, 爱你 4.0,mp3,爱你,4.0,,,,"向晚,嘉然",完整, 汉语,,,TRUE,,FALSE
A000709,2021.11.25,BV1N34y1R787,,0,220920, 甜美过滤,mp3,甜美过滤,,,,林小暗,向晚,完整, 汉语,,,TRUE,,FALSE
A000710,2021.11.26,BV1QL4y1p7uf,,0,226128, 同桌的你 3.0,mp3,同桌的你,3.0,,,老狼,A-SOUL,完整, 汉语,,,TRUE,,FALSE
A000711,2021.11.27,BV13R4y147GS,,0,196176, Forever奥特曼,mp3,Forever奥特曼,,,,"Owl City,Carly Rae Jepsen",贝拉,完整, 汉语,,,TRUE,,FALSE
A000712,2021.11.27,BV13R4y147GS,,0,207216, 告白气球,mp3,告白气球,,,,周杰伦,"向晚,嘉然",完整, 汉语,,,TRUE,,FALSE
A000713,2021.11.27,BV13R4y147GS,,0,268248, 外面的世界,mp3,外面的世界,,,,莫文蔚,珈乐,完整, 汉语,,,TRUE,,FALSE
A000714,2021.11.27,BV13R4y147GS,,0,208128, 学猫叫 2.0,mp3,学猫叫,2.0,,,"小潘潘（潘柚彤）,小峰峰（陈峰）","向晚,嘉然,乃琳",完整, 汉语,,,TRUE,,FALSE
A000715,2021.11.27,BV13R4y147GS,,0,189720, 我在人民广场吃炸鸡,mp3,我在人民广场吃炸鸡,,,,宝藏挖掘机,珈乐,完整, 汉语,,,TRUE,,FALSE
A000716,2021.11.27,BV13R4y147GS,,0,203208, 淋雨一直走,mp3,淋雨一直走,,,,张韶涵,向晚,完整, 汉语,,,TRUE,,FALSE
A000717,2021.11.27,BV13R4y147GS,,0,214872, 爱你 6.0,mp3,爱你,6.0,,,G.E.M. 邓紫棋,A-SOUL,完整, 汉语,,,TRUE,,FALSE
A000718,2021.11.27,BV13R4y147GS,,0,207432, 猪猪侠 3.0,mp3,猪猪侠,3.0,,,陈洁丽,"嘉然,乃琳",完整, 汉语,,,TRUE,,FALSE
A000719,2021.11.27,BV13R4y147GS,,0,253440, 羞答答的玫瑰静悄悄地开 3.0,mp3,羞答答的玫瑰静悄悄地开,3.0,,,孟庭苇,乃琳,完整, 汉语,,,TRUE,,FALSE
A000720,2021.11.27,BV13R4y147GS,,0,171120, 走过咖啡屋 2.0,mp3,走过咖啡屋,2.0,,,千百惠,贝拉,完整, 汉语,,,TRUE,,FALSE
A000721,2021.11.28,BV1BR4y1x7Uc,,0,195408, 所有人都在玩手机 2.0,mp3,所有人都在玩手机,2.0,,,,珈乐,完整, 汉语,,,TRUE,,FALSE
A000722,2021.12.01,BV1LP4y137CF,,0,252456, Blue Moon,mp3,Blue Moon,,,,水树奈奈 (みずき なな),"向晚",完整, 日语,,,TRUE,,FALSE
A000723,2021.12.01,BV1LP4y137CF,,0,315072, Brave Song 2.0,mp3,Brave Song,2.0,,,多田葵 (ただ あおい),"向晚",完整, 日语,,,TRUE,,FALSE
A000724,2021.12.01,BV1LP4y137CF,,0,234168, ふわふわ時間 3.0,mp3,ふわふわ時間,3.0,,轻飘飘时间,放課後ティータイム (放学后TEA TIME),"向晚",完整, 日语,,,TRUE,,FALSE
A000725,2021.12.01,BV1Zb4y1B7sN,,0,206160, 别再闹了,mp3,别再闹了,,,,毛不易,"乃琳",完整, 汉语,,,TRUE,,FALSE
A000726,2021.12.01,BV1LP4y137CF,,0,226008, 動物園は大変だ,mp3,動物園は大変だ,,,,TUNE'S,"向晚",完整, 日语,,,TRUE,,FALSE
A000727,2021.12.01,BV1LP4y137CF,,0,251064, 恋爱サーキュレーション,mp3,恋爱サーキュレーション,,,恋爱循环,花澤香菜 (はなざわ かな),"向晚",完整, 日语,,,TRUE,,FALSE
A000728,2021.12.01,BV1tR4y147xj,,0,317592, 漠河舞厅 2.0,mp3,漠河舞厅,2.0,,,柳爽,"珈乐",完整, 汉语,,,TRUE,,FALSE
A000729,2021.12.01,BV1Zb4y1B7sN,,0,274128, 萱草花,mp3,萱草花,,,,张小斐,"乃琳",完整, 汉语,,,TRUE,,FALSE
A000730,2021.12.01,BV1tR4y147xj,,0,247272, 那么骄傲 2.0,mp3,那么骄傲,2.0,,,金海心,"珈乐",完整, 汉语,,,TRUE,,FALSE
A000731,2021.12.02,BV1TQ4y1e7Sr,,0,182664, Fly Me To The Moon 2.0,mp3,Fly Me To The Moon,2.0,,,Nancy Wilson,"贝拉",完整, 英语,,,TRUE,,FALSE
A000732,2021.12.02,BV1TQ4y1e7Sr,,0,250560, Scarborough Fair 2.0,mp3,Scarborough Fair,2.0,,斯卡布罗集市,Sarah Brightman,"贝拉",完整, 英语,,,TRUE,,FALSE
A000733,2021.12.02,BV1TQ4y1e7Sr,,0,98712, Катюша 2.0,mp3,Катюша,2.0,,喀秋莎,,"贝拉",完整, 俄语,,,TRUE,,FALSE
A000734,2021.12.02,BV1TQ4y1e7Sr,,0,196104, 이쁘다니까 2.0,mp3,이쁘다니까,2.0,,你真漂亮,Eddy Kim (에디킴),"贝拉",完整, 韩语,,,TRUE,,FALSE
A000735,2021.12.02,BV1Di4y1o7hY,,0,192984, 熬夜上瘾,mp3,熬夜上瘾,,,,刘亦心（可乐就是力量）,"嘉然",完整, 汉语,,,TRUE,,FALSE
A000736,2021.12.04,BV14r4y1Q7jS,,0,193512, Oz.,mp3,Oz.,,,,yama (ヤマ),向晚,完整, 日语,,,TRUE,,FALSE
A000737,2021.12.04,BV14r4y1Q7jS,,0,207744, 他的猫,mp3,他的猫,,,,"徐良,杨曦","珈乐,嘉然",完整, 汉语,,,TRUE,,FALSE
A000738,2021.12.04,BV14r4y1Q7jS,,0,253080, 想变成一切美好的事物 2.0,mp3,想变成一切美好的事物,2.0,,,沫碎颜,"向晚,乃琳",完整, 汉语,,,TRUE,,FALSE
A000739,2021.12.04,BV14r4y1Q7jS,,0,248880, 我只在乎你 2.0,mp3,我只在乎你,2.0,,,邓丽君,"贝拉,珈乐",完整, 汉语,,,TRUE,,FALSE
A000740,2021.12.04,BV14r4y1Q7jS,,0,261720, 我要我们在一起,mp3,我要我们在一起,,,,范晓萱,珈乐,完整, 汉语,,,TRUE,,FALSE
A000741,2021.12.04,BV14r4y1Q7jS,,0,210072, 给女孩 2.0,mp3,给女孩,2.0,,,李宇春,乃琳,完整, 汉语,,,TRUE,,FALSE
A000742,2021.12.08,BV1ng411P7c2,,0,280056, 光年之外,mp3,光年之外,,,,"华晨宇,G.E.M. 邓紫棋","向晚,珈乐",完整, 汉语,,,TRUE,,FALSE
A000743,2021.12.08,BV1ng411P7c2,,0,139776, 小情歌 3.0,mp3,小情歌,3.0,,,,"向晚,珈乐",完整, 汉语,,,TRUE,,FALSE
A000744,2021.12.08,BV1RL411771c,,0,193584, 星空剪影 2.0,mp3,星空剪影,2.0,,,蓝心羽,"贝拉,乃琳",完整, 汉语,,,TRUE,,FALSE
A000745,2021.12.08,BV1ng411P7c2,,0,100416, 花房姑娘 2.0,mp3,花房姑娘,2.0,,,,"向晚,珈乐",完整, 汉语,,,TRUE,,FALSE
A000746,2021.12.08,BV1ng411P7c2,,0,277944, 花海 3.0,mp3,花海,3.0,,,周杰伦,"向晚,珈乐",完整, 汉语,,,TRUE,,FALSE
A000747,2021.12.08,BV1RL411771c,,0,247320, 远走高飞 2.0,mp3,远走高飞,2.0,,,金志文,"贝拉,嘉然,乃琳",完整, 汉语,,,TRUE,,FALSE
A000748,2021.12.08,BV1ng411P7c2,,0,291000, 逝去的歌 2.0,mp3,逝去的歌,2.0,,,旅行团乐队,"向晚,珈乐",完整, 汉语,,,TRUE,,FALSE
A000749,2021.12.08,BV1ng411P7c2,,0,271368, 鱼 2.0,mp3,鱼,2.0,,,王贰浪,"向晚,珈乐",完整, 汉语,,,TRUE,,FALSE
A000750,2021.12.11,BV1Ka411k7rM,,0,259320, 刀马旦,mp3,刀马旦,,,,"CoCo李玟,G.E.M. 邓紫棋",珈乐,完整, 汉语,,,TRUE,,FALSE
A000751,2021.12.11,BV1Ka411k7rM,,0,739056, 国风歌曲串烧,mp3,国风歌曲串烧,,,,,A-SOUL,完整, 汉语,,,TRUE,,FALSE
A000752,2021.12.11,BV1Ka411k7rM,,0,296976, 在水一方 2.0,mp3,在水一方,2.0,,,李健,"珈乐,乃琳",完整, 汉语,,,TRUE,,FALSE
A000753,2021.12.11,BV1Ka411k7rM,,0,214872, 成员单曲Remix,mp3,成员单曲Remix,,,,Maroon 5,珈乐,完整, 汉语,,,TRUE,,FALSE
A000754,2021.12.11,BV1Ka411k7rM,,0,305160, 朋友,mp3,朋友,,,,谭咏麟,A-SOUL,完整, 汉语,,,TRUE,,FALSE
A000755,2021.12.11,BV1Ka411k7rM,,0,186576, 沧海一声笑,mp3,沧海一声笑,,,,许冠杰,向晚,完整, 汉语,,,TRUE,,FALSE
A000756,2021.12.11,BV1Ka411k7rM,,0,194856, 藏,mp3,藏,,,,"徐梦圆,双笙 (陈元汐)","向晚,贝拉,嘉然",完整, 日语,,,TRUE,,FALSE
A000757,2021.12.15,BV17Y411W7fA,,0,281568, Baby Don’t Cry 2.0,mp3,Baby Don’t Cry,2.0,,,大声 (대성),珈乐,完整, 英语,,,TRUE,,FALSE
A000758,2021.12.15,BV17Y411W7fA,,0,231936, 云烟成雨 6.0,mp3,云烟成雨,6.0,,,房东的猫,珈乐,完整, 汉语,,,TRUE,,FALSE
A000759,2021.12.15,BV14Y411W7QD,,0,233832, 缘起,mp3,缘起,,,,周深,乃琳,完整, 汉语,,,TRUE,,FALSE
A000760,2021.12.15,BV14Y411W7QD,,0,240096, 金风玉露·夜语迟 2.0,mp3,金风玉露·夜语迟,2.0,,,"赵方婧,亦乐Elim,陈致逸",乃琳,完整, 汉语,,,TRUE,,FALSE
A000761,2021.12.15,BV17Y411W7fA,,0,271416, 霓虹甜心 3.0,mp3,霓虹甜心,3.0,,,马赛克乐队,珈乐,完整, 汉语,,,TRUE,,FALSE
A000762,2021.12.16,BV1qL411j74s,,0,203856, 微风,mp3,微风,,,,李润祺,嘉然,完整, 汉语,,,TRUE,,FALSE
A000763,2021.12.16,BV1534y167GA,,0,141336, 新贵妃醉酒,mp3,新贵妃醉酒,,,,,贝拉,完整, 汉语,,,TRUE,,FALSE
A000764,2021.12.16,BV1qL411j74s,,0,242232, 然有引力,mp3,然有引力,,,,汪苏泷,嘉然,完整, 汉语,,,TRUE,,FALSE
A000765,2021.12.16,BV1qL411j74s,,0,139152, 猫中毒 2.0,mp3,猫中毒,2.0,,,嘉然Diana,嘉然,完整, 日语,,,TRUE,,FALSE
A000766,2021.12.16,BV1534y167GA,,0,150576, 画心,mp3,画心,,,,,贝拉,完整, 汉语,,,TRUE,,FALSE
A000767,2021.12.17,BV1qY411W7ms,,0,243144, 千年之恋,mp3,千年之恋,,,,F.I.R.飞儿乐团,"贝拉,珈乐,嘉然,乃琳",完整, 汉语,,,TRUE,,FALSE
A000768,2021.12.18,BV1bL411j7Ly,,0,283224, AvA去哪儿,mp3,AvA去哪儿,,,,,A-SOUL,完整, 汉语,,,TRUE,,FALSE
A000769,2021.12.18,BV1bL411j7Ly,,0,154392, Smile,mp3,Smile,,,,Johnny Stimson,贝拉,完整, 英语,,,TRUE,,FALSE
A000770,2021.12.18,BV1bL411j7Ly,,0,164952, 你笑起来真好看,mp3,你笑起来真好看,,,,"李昕融,樊桐舟,李凯稠",珈乐,完整, 汉语,,,TRUE,,FALSE
A000771,2021.12.18,BV1bL411j7Ly,,0,185976, 别看我只是一只羊,mp3,别看我只是一只羊,,,,杨沛宜,珈乐,完整, 汉语,,,TRUE,,FALSE
A000772,2021.12.18,BV1bL411j7Ly,,0,235512, 哈哈哈忘词王游戏 （月亮之上）,mp3,哈哈忘词王游戏,,月亮之上,,,"贝拉,珈乐,嘉然,乃琳",完整, 汉语,,,TRUE,,FALSE
A000773,2021.12.18,BV1bL411j7Ly,,0,628536, 哈哈忘词王游戏 （冬天里的一把火）,mp3,哈哈忘词王游戏 ,,冬天里的一把火,,,"贝拉,珈乐,嘉然,乃琳",完整, 汉语,,,TRUE,,FALSE
A000774,2021.12.18,BV1bL411j7Ly,,0,201864, 哈哈忘词王游戏 (樱花草、渡情),mp3,哈哈忘词王游戏,,樱花草、渡情,,郁可唯,"贝拉,珈乐,嘉然,乃琳",完整, 汉语,,,TRUE,,FALSE
A000775,2021.12.18,BV1bL411j7Ly,,0,166896, 哈鹿哈鹿哈鹿,mp3,哈鹿哈鹿哈鹿,,,,"于扬子,朱苓,吴晓凝,丁诗妤",乃琳,完整, 汉语,,,TRUE,,FALSE
A000776,2021.12.18,BV1bL411j7Ly,,0,170112, 彩虹的微笑 5.0,mp3,彩虹的微笑,5.0,,,王心凌,嘉然,完整, 汉语,,,TRUE,,FALSE
A000777,2021.12.18,BV1bL411j7Ly,,0,190824, 爱的魔法 2.0,mp3,爱的魔法,2.0,,,金莎,嘉然,完整, 汉语,,,TRUE,,FALSE
A000778,2021.12.18,BV1bL411j7Ly,,0,226056, 阳光彩虹小白马,mp3,阳光彩虹小白马,,,,大张伟,乃琳,完整, 汉语,,,TRUE,,FALSE
A000779,2021.12.19,BV1TF41167WJ,,0,181464, Ba Ba Ba,mp3,Ba Ba Ba,,,,차멜레온 (Cha_mele0o0n),贝拉,完整, 汉语,,,TRUE,,FALSE
A000780,2021.12.19,BV1TF41167WJ,,0,214992, 不怕不怕,mp3,不怕不怕,,,,郭美美,珈乐,完整, 汉语,,,TRUE,,FALSE
A000781,2021.12.19,BV1TF41167WJ,,0,152160, 阳光男孩阳光女孩 2.0,mp3,阳光男孩阳光女孩,2.0,,,TG4,嘉然,完整, 汉语,,,TRUE,,FALSE
A000782,2021.12.22,BV1nm4y197gN,,0,276120, 流光记,mp3,流光记,,,,银临,乃琳,完整, 汉语,,,TRUE,,FALSE
